id	address	end	name	calls	jumps	references	confidence	source
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4099504A	4099504A		fn4099504A	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4099504A	4099504A		fn4099504A	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409964D0	409964D0		fn409964D0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409972F0	409972F0		fn409972F0	20	0	20	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40997330	40997330		fn40997330	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40997370	40997370		fn40997370	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4099ACFC	4099ACFC		fn4099ACFC	15	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4099ACFC	4099ACFC		fn4099ACFC	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4099AD66	4099AD66		fn4099AD66	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4099AD66	4099AD66		fn4099AD66	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4099C848	4099C848		fn4099C848	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4099C848	4099C848		fn4099C848	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4099C8C0	4099C8C0		fn4099C8C0	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4099CF8E	4099CF8E		Function candidate 4099CF8E	0	35	35	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4099F47C	4099F47C		Function candidate 4099F47C	0	29			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4099FF10	4099FF10		fn4099FF10	20	0	20	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409A4816	409A4816		Function candidate 409A4816	0	29			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409A504A	409A504A		Function candidate 409A504A	0	40	40	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409A5548	409A5548		Function candidate 409A5548	0	53			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A5548	409A5548		Function candidate 409A5548	0	53	53	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409A5C92	409A5C92		Function candidate 409A5C92	0	95	95	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409A7796	409A7796		Function candidate 409A7796	0	52			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A7796	409A7796		Function candidate 409A7796	0	52	52	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409A8DE2	409A8DE2		Function candidate 409A8DE2	0	59			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A8DE2	409A8DE2		Function candidate 409A8DE2	0	59	59	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409AA7A0	409AA7A0		fn409AA7A0	62	0	62	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409AA9C0	409AA9C0		fn409AA9C0	23	0	23	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409AAAF0	409AAAF0		fn409AAAF0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409ABDC0	409ABDC0		fn409ABDC0	25	0	25	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409AF8BC	409AF8BC		fn409AF8BC	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AF8BC	409AF8BC		fn409AF8BC	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B01FA	409B01FA		fn409B01FA	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B030A	409B030A		fn409B030A	17	0	17	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B0494	409B0494		fn409B0494	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B162A	409B162A		fn409B162A	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B179E	409B179E		fn409B179E	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B17AE	409B17AE		fn409B17AE	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B1F50	409B1F50		fn409B1F50	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B1F50	409B1F50		fn409B1F50	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B2030	409B2030		fn409B2030	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B2070	409B2070		fn409B2070	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B2070	409B2070		fn409B2070	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B3124	409B3124		fn409B3124	18	0	18	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B312C	409B312C		fn409B312C	28	0	28	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B408E	409B408E		Function candidate 409B408E	0	35			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B408E	409B408E		Function candidate 409B408E	0	35	35	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B45EC	409B45EC		Function candidate 409B45EC	0	29			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B45EC	409B45EC		Function candidate 409B45EC	0	29	29	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B64F8	409B64F8		Function candidate 409B64F8	0	30			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B64F8	409B64F8		Function candidate 409B64F8	0	30	30	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B6C30	409B6C30		fn409B6C30	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B85C0	409B85C0		fn409B85C0	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B8640	409B8640		fn409B8640	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409BA120	409BA120		fn409BA120	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409BBED4	409BBED4		Function candidate 409BBED4	0	51	51	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409E306E	409E306E		fn409E306E	20	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409E306E	409E306E		fn409E306E	20	0	20	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409E30BE	409E30BE		fn409E30BE	36	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409E30BE	409E30BE		fn409E30BE	36	0	36	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409E5016	409E5016		Function candidate 409E5016	0	28			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409E65F6	409E65F6		fn409E65F6	101	0	101	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409E660A	409E660A		fn409E660A	90	0	90	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409E6616	409E6616		fn409E6616	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409E6654	409E6654		fn409E6654	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409E9B24	409E9B24		fn409E9B24	18	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409E9B24	409E9B24		fn409E9B24	18	0	18	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409E9B60	409E9B60		fn409E9B60	67	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409E9B60	409E9B60		fn409E9B60	67	0	67	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409EB430	409EB430		fn409EB430	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409EB430	409EB430		fn409EB430	14	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409F1708	409F1708		Function candidate 409F1708	0	28			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409F1708	409F1708		Function candidate 409F1708	0	28			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409F2CF0	409F2CF0		fn409F2CF0	101	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409F2CF0	409F2CF0		fn409F2CF0	101	0	101	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409F2D04	409F2D04		fn409F2D04	90	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409F2D04	409F2D04		fn409F2D04	90	0	90	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409F2D10	409F2D10		fn409F2D10	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409F2D10	409F2D10		fn409F2D10	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409F2D4E	409F2D4E		fn409F2D4E	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409F2D4E	409F2D4E		fn409F2D4E	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409F643E	409F643E		fn409F643E	123	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409F643E	409F643E		fn409F643E	123	0	123	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409F6452	409F6452		fn409F6452	92	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409F6452	409F6452		fn409F6452	92	0	92	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409F645E	409F645E		fn409F645E	31	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409F645E	409F645E		fn409F645E	31	0	31	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409F8FEC	409F8FEC		fn409F8FEC	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409F8FEC	409F8FEC		fn409F8FEC	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409FCC70	409FCC70		fn409FCC70	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409FCC70	409FCC70		fn409FCC70	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409FCCB0	409FCCB0		fn409FCCB0	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409FCCB0	409FCCB0		fn409FCCB0	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409FCD08	409FCD08		fn409FCD08	15	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409FCD08	409FCD08		fn409FCD08	15	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409FEE7C	409FEE7C		fn409FEE7C	123	0	123	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409FEE90	409FEE90		fn409FEE90	92	0	92	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409FEE9C	409FEE9C		fn409FEE9C	31	0			rom_structure_analysis
